id,pais,pais_code,numero,nome,posicao
RSA05,África do Sul 🇿🇦,RSA,5,Thalente Mbatha,M
RSA06,África do Sul 🇿🇦,RSA,6,Aubrey Modiba,D
RSA07,África do Sul 🇿🇦,RSA,7,Oswin Appollis,A
RSA08,África do Sul 🇿🇦,RSA,8,Tshepang Moremi,A
RSA09,África do Sul 🇿🇦,RSA,9,Lyle Foster,A
RSA10,África do Sul 🇿🇦,RSA,10,Relebohile Mofokeng,A
RSA11,África do Sul 🇿🇦,RSA,11,Themba Zwane,M
RSA12,África do Sul 🇿🇦,RSA,12,Thapelo Maseko,A
RSA13,África do Sul 🇿🇦,RSA,13,Sphephelo Sithole,M
RSA14,África do Sul 🇿🇦,RSA,14,Mbekezeli Mbokazi,D
RSA15,África do Sul 🇿🇦,RSA,15,Iqraam Rayners,A
RSA16,África do Sul 🇿🇦,RSA,16,Sipho Chaine,G
RSA17,África do Sul 🇿🇦,RSA,17,Evidence Makgopa,A
RSA18,África do Sul 🇿🇦,RSA,18,Samukele Kabini,D
RSA19,África do Sul 🇿🇦,RSA,19,Nkosinathi Sibisi,D
RSA20,África do Sul 🇿🇦,RSA,20,Khuliso Mudau,D
RSA21,África do Sul 🇿🇦,RSA,21,Ime Okon,D
RSA22,África do Sul 🇿🇦,RSA,22,Ricardo Goss,G
RSA23,África do Sul 🇿🇦,RSA,23,Jayden Adams,M
RSA24,África do Sul 🇿🇦,RSA,24,Olwethu Makhanya,D
RSA25,África do Sul 🇿🇦,RSA,25,Kamogelo Sebelebele,A
RSA26,África do Sul 🇿🇦,RSA,26,Bradley Cross,D
KOR01,Coreia do Sul 🇰🇷,KOR,1,Seunggyu Kim,G
KOR02,Coreia do Sul 🇰🇷,KOR,2,Hanbeom Lee,D
KOR03,Coreia do Sul 🇰🇷,KOR,3,Gihyuk Lee,M
KOR04,Coreia do Sul 🇰🇷,KOR,4,Minjae Kim,D
KOR05,Coreia do Sul 🇰🇷,KOR,5,Taehyeon Kim,D
KOR06,Coreia do Sul 🇰🇷,KOR,6,Inbeom Hwang,M
KOR07,Coreia do Sul 🇰🇷,KOR,7,Heungmin Son,A
KOR08,Coreia do Sul 🇰🇷,KOR,8,Seungho Paik,M
KOR09,Coreia do Sul 🇰🇷,KOR,9,Guensung Cho,A
KOR10,Coreia do Sul 🇰🇷,KOR,10,Jaesung Lee,M
KOR11,Coreia do Sul 🇰🇷,KOR,11,Heechan Hwang,M
KOR12,Coreia do Sul 🇰🇷,KOR,12,Bumkeun Song,G
KOR13,Coreia do Sul 🇰🇷,KOR,13,Taeseok Lee,D
KOR14,Coreia do Sul 🇰🇷,KOR,14,Wije Cho,D
KOR15,Coreia do Sul 🇰🇷,KOR,15,Moonhwan Kim,D
KOR16,Coreia do Sul 🇰🇷,KOR,16,Jinseob Park,D
KOR17,Coreia do Sul 🇰🇷,KOR,17,Junho Bae,M
KOR18,Coreia do Sul 🇰🇷,KOR,18,Hyeongyu Oh,A
KOR19,Coreia do Sul 🇰🇷,KOR,19,Kangin Lee,M
KOR20,Coreia do Sul 🇰🇷,KOR,20,Hyunjun Yang,M
KOR21,Coreia do Sul 🇰🇷,KOR,21,Hyeonwoo Jo,G
KOR22,Coreia do Sul 🇰🇷,KOR,22,Youngwoo Seol,D
KOR23,Coreia do Sul 🇰🇷,KOR,23,Jens Castrop,D
KOR24,Coreia do Sul 🇰🇷,KOR,24,Jingyu Kim,M
KOR25,Coreia do Sul 🇰🇷,KOR,25,Jisung Eom,M
KOR26,Coreia do Sul 🇰🇷,KOR,26,Donggyeong Lee,M
CZE01,República Tcheca 🇨🇿,CZE,1,Matej Kovar,G
CZE02,República Tcheca 🇨🇿,CZE,2,David Zima,D
CZE03,República Tcheca 🇨🇿,CZE,3,Tomas Holes,D
CZE04,República Tcheca 🇨🇿,CZE,4,Robin Hranac,D
CZE05,República Tcheca 🇨🇿,CZE,5,Vladimir Coufal,D
CZE06,República Tcheca 🇨🇿,CZE,6,Stepan Chaloupek,D
CZE07,República Tcheca 🇨🇿,CZE,7,Ladislav Krejci,D
CZE08,República Tcheca 🇨🇿,CZE,8,Vladimir Darida,M
CZE09,República Tcheca 🇨🇿,CZE,9,Adam Hlozek,A
CZE10,República Tcheca 🇨🇿,CZE,10,Patrik Schick,A
CZE11,República Tcheca 🇨🇿,CZE,11,Jan Kuchta,A
CZE12,República Tcheca 🇨🇿,CZE,12,Lukas Cerv,M
CZE13,República Tcheca 🇨🇿,CZE,13,Mojmir Chytil,A
CZE14,República Tcheca 🇨🇿,CZE,14,David Jurasek,D
CZE15,República Tcheca 🇨🇿,CZE,15,Pavel Sulc,A
CZE16,República Tcheca 🇨🇿,CZE,16,Jindrich Stanek,G
CZE17,República Tcheca 🇨🇿,CZE,17,Lukas Provod,M
CZE18,República Tcheca 🇨🇿,CZE,18,Michal Sadilek,M
CZE19,República Tcheca 🇨🇿,CZE,19,Tomas Chory,A
CZE20,República Tcheca 🇨🇿,CZE,20,Jaroslav Zeleny,D
CZE21,República Tcheca 🇨🇿,CZE,21,David Doudera,D
CZE22,República Tcheca 🇨🇿,CZE,22,Tomas Soucek,M
CZE23,República Tcheca 🇨🇿,CZE,23,Lukas Hornicek,G
CZE24,República Tcheca 🇨🇿,CZE,24,Alexandr Sojka,M
CZE25,República Tcheca 🇨🇿,CZE,25,Hugo Sochurek,M
CZE26,República Tcheca 🇨🇿,CZE,26,Denis Visinsky,A
CAN01,Canadá 🇨🇦,CAN,1,Dayne St. Clair,G
CAN02,Canadá 🇨🇦,CAN,2,Alistair Johnston,D
CAN03,Canadá 🇨🇦,CAN,3,Alfie Jones,D
CAN04,Canadá 🇨🇦,CAN,4,Luc de Fougerolles,D
CAN05,Canadá 🇨🇦,CAN,5,Joel Waterman,D
CAN06,Canadá 🇨🇦,CAN,6,Mathieu Choiniere,M
CAN07,Canadá 🇨🇦,CAN,7,Stephen Eustaquio,M
CAN08,Canadá 🇨🇦,CAN,8,Ismael Kone,M
CAN09,Canadá 🇨🇦,CAN,9,Cyle Larin,A
CAN10,Canadá 🇨🇦,CAN,10,Jonathan David,A
CAN11,Canadá 🇨🇦,CAN,11,Liam Millar,M
CAN12,Canadá 🇨🇦,CAN,12,Tani Oluwaseyi,A
CAN13,Canadá 🇨🇦,CAN,13,Derek Cornelius,D
CAN14,Canadá 🇨🇦,CAN,14,Jacob Shaffelburg,M
CAN15,Canadá 🇨🇦,CAN,15,Moise Bombito,D
CAN16,Canadá 🇨🇦,CAN,16,Maxime Crepeau,G
CAN17,Canadá 🇨🇦,CAN,17,Tajon Buchanan,A
CAN18,Canadá 🇨🇦,CAN,18,Owen Goodman,G
CAN19,Canadá 🇨🇦,CAN,19,Alphonso Davies,D
CAN20,Canadá 🇨🇦,CAN,20,Ali Ahmed,A
CAN21,Canadá 🇨🇦,CAN,21,Jonathan Osorio,M
CAN22,Canadá 🇨🇦,CAN,22,Richie Laryea,D
CAN23,Canadá 🇨🇦,CAN,23,Niko Sigur,D
CAN24,Canadá 🇨🇦,CAN,24,Promise David,A
CAN25,Canadá 🇨🇦,CAN,25,Nathan Saliba,M
CAN26,Canadá 🇨🇦,CAN,26,Jayden Nelson,A
BIH01,Bósnia 🇧🇦,BIH,1,Nikola Vasilj,G
BIH02,Bósnia 🇧🇦,BIH,2,Nihad Mujakic,D
BIH03,Bósnia 🇧🇦,BIH,3,Dennis Hadzikadunic,D
BIH04,Bósnia 🇧🇦,BIH,4,Tarik Muharemovic,D
BIH05,Bósnia 🇧🇦,BIH,5,Sead Kolasinac,D
BIH06,Bósnia 🇧🇦,BIH,6,Benjamin Tahirovic,M
BIH07,Bósnia 🇧🇦,BIH,7,Amar Dedic,D
BIH08,Bósnia 🇧🇦,BIH,8,Armin Gigovic,M
BIH09,Bósnia 🇧🇦,BIH,9,Samed Bazdar,A
BIH10,Bósnia 🇧🇦,BIH,10,Ermedin Demirovic,A
BIH11,Bósnia 🇧🇦,BIH,11,Edin Dzeko,A
BIH12,Bósnia 🇧🇦,BIH,12,Mladen Jurkas,G
BIH13,Bósnia 🇧🇦,BIH,13,Ivan Basic,M
BIH14,Bósnia 🇧🇦,BIH,14,Ivan Sunjic,M
BIH15,Bósnia 🇧🇦,BIH,15,Amar Memic,M
BIH16,Bósnia 🇧🇦,BIH,16,Amir Hadziahmetovic,M
BIH17,Bósnia 🇧🇦,BIH,17,Dzenis Burnic,M
BIH18,Bósnia 🇧🇦,BIH,18,Nikola Katic,D
BIH19,Bósnia 🇧🇦,BIH,19,Kerim Alajbegovic,A
BIH20,Bósnia 🇧🇦,BIH,20,Esmir Bajraktarevic,A
BIH21,Bósnia 🇧🇦,BIH,21,Stjepan Radeljic,D
BIH22,Bósnia 🇧🇦,BIH,22,Martin Zlomislic,G
BIH23,Bósnia 🇧🇦,BIH,23,Haris Tabakovic,A
BIH24,Bósnia 🇧🇦,BIH,24,Arjan Malic,D
BIH25,Bósnia 🇧🇦,BIH,25,Jovo Lukic,A
BIH26,Bósnia 🇧🇦,BIH,26,Ermin Mahmic,M
QAT01,Catar 🇶🇦,QAT,1,Mahmoud Abunada,G
QAT02,Catar 🇶🇦,QAT,2,Pedro Miguel,D
QAT03,Catar 🇶🇦,QAT,3,Lucas Mendes,D
QAT04,Catar 🇶🇦,QAT,4,Issa Laye,D
QAT05,Catar 🇶🇦,QAT,5,Jassem Gaber,D
QAT06,Catar 🇶🇦,QAT,6,Abdulaziz Hatem,M
QAT07,Catar 🇶🇦,QAT,7,Ahmed Alaaeldin,A
QAT08,Catar 🇶🇦,QAT,8,Edmilson Junior,A
QAT09,Catar 🇶🇦,QAT,9,Mohammed Muntari,A
QAT10,Catar 🇶🇦,QAT,10,Hassan Alhaydos,A
QAT11,Catar 🇶🇦,QAT,11,Akram Afif,A
QAT12,Catar 🇶🇦,QAT,12,Karim Boudiaf,M
QAT13,Catar 🇶🇦,QAT,13,Ayoub Aloui,D
QAT14,Catar 🇶🇦,QAT,14,Homam Ahmed,D
QAT15,Catar 🇶🇦,QAT,15,Yusuf Abdurisag,A
QAT16,Catar 🇶🇦,QAT,16,Boualem Khoukhi,D
QAT17,Catar 🇶🇦,QAT,17,Ahmed Alganehi,M
QAT18,Catar 🇶🇦,QAT,18,Sultan Albrake,D
QAT19,Catar 🇶🇦,QAT,19,Almoez Ali,A
QAT20,Catar 🇶🇦,QAT,20,Ahmed Fathy,M
QAT21,Catar 🇶🇦,QAT,21,Salah Zakaria,G
QAT22,Catar 🇶🇦,QAT,22,Meshaal Barsham,G
QAT23,Catar 🇶🇦,QAT,23,Assim Madibo,M
QAT24,Catar 🇶🇦,QAT,24,Tahsin Mohammed,A
QAT25,Catar 🇶🇦,QAT,25,Alhashmi Alhussein,D
QAT26,Catar 🇶🇦,QAT,26,Mohamed Manai,A
SUI01,Suíça 🇨🇭,SUI,1,Gregor Kobel,G
SUI02,Suíça 🇨🇭,SUI,2,Miro Muheim,D
SUI03,Suíça 🇨🇭,SUI,3,Silvan Widmer,D
SUI04,Suíça 🇨🇭,SUI,4,Nico Elvedi,D
SUI05,Suíça 🇨🇭,SUI,5,Manual Akanji,D
SUI06,Suíça 🇨🇭,SUI,6,Denis Zakaria,M
SUI07,Suíça 🇨🇭,SUI,7,Breel Embolo,A
SUI08,Suíça 🇨🇭,SUI,8,Remo Freuler,M
SUI09,Suíça 🇨🇭,SUI,9,Johan Manzambi,M
SUI10,Suíça 🇨🇭,SUI,10,Granit Xhaka,M
SUI11,Suíça 🇨🇭,SUI,11,Dan Ndoye,A
SUI12,Suíça 🇨🇭,SUI,12,Yvon Mvogo,G
SUI13,Suíça 🇨🇭,SUI,13,Ricardo Rodriguez,D
SUI14,Suíça 🇨🇭,SUI,14,Ardon Jashari,M
SUI15,Suíça 🇨🇭,SUI,15,Djibril Sow,M
SUI16,Suíça 🇨🇭,SUI,16,Christian Fassnacht,A
SUI17,Suíça 🇨🇭,SUI,17,Ruben Vargas,A
SUI18,Suíça 🇨🇭,SUI,18,Eray Coemert,D
SUI19,Suíça 🇨🇭,SUI,19,Noah Okafor,A
SUI20,Suíça 🇨🇭,SUI,20,Michel Aebischer,M
SUI21,Suíça 🇨🇭,SUI,21,Marvin Keller,G
SUI22,Suíça 🇨🇭,SUI,22,Fabian Rieder,M
SUI23,Suíça 🇨🇭,SUI,23,Zeki Amdouni,A
SUI24,Suíça 🇨🇭,SUI,24,Aurele Amenda,D
SUI25,Suíça 🇨🇭,SUI,25,Luca Jaquez,D
SUI26,Suíça 🇨🇭,SUI,26,Cedric Itten,A
EUA01,EUA 🇺🇸,EUA,1,Matt Turner,G
EUA02,EUA 🇺🇸,EUA,2,Sergino Dest,D
EUA03,EUA 🇺🇸,EUA,3,Chris Richards,D
EUA04,EUA 🇺🇸,EUA,4,Tyler Adams,M
EUA05,EUA 🇺🇸,EUA,5,Antonee Robinson,D
EUA06,EUA 🇺🇸,EUA,6,Auston Trusty,D
EUA07,EUA 🇺🇸,EUA,7,Giovanni Reyna,M
EUA08,EUA 🇺🇸,EUA,8,Weston McKennie,M
EUA09,EUA 🇺🇸,EUA,9,Ricardo Pepi,A
EUA10,EUA 🇺🇸,EUA,10,Christian Pulisic,A
EUA11,EUA 🇺🇸,EUA,11,Brenden Aaronson,A
EUA12,EUA 🇺🇸,EUA,12,Miles Robinson,D
EUA13,EUA 🇺🇸,EUA,13,Tim Ream,D
EUA14,EUA 🇺🇸,EUA,14,Sebastian Berhalter,M
EUA15,EUA 🇺🇸,EUA,15,Cristian Roldan,M
EUA16,EUA 🇺🇸,EUA,16,Alex Freeman,D
EUA17,EUA 🇺🇸,EUA,17,Malik Tillman,M
EUA18,EUA 🇺🇸,EUA,18,Max Arfsten,D
EUA19,EUA 🇺🇸,EUA,19,Haji Wright,A
EUA20,EUA 🇺🇸,EUA,20,Folarin Balogun,A
EUA21,EUA 🇺🇸,EUA,21,Timothy Weah,A
EUA22,EUA 🇺🇸,EUA,22,Mark McKenzie,D
EUA23,EUA 🇺🇸,EUA,23,Joe Scally,D
EUA24,EUA 🇺🇸,EUA,24,Matt Freese,G
EUA25,EUA 🇺🇸,EUA,25,Chris Brady,G
EUA26,EUA 🇺🇸,EUA,26,Alex Zendejas,A
PAR01,Paraguai 🇵🇾,PAR,1,Gatito Fernandez,G
PAR02,Paraguai 🇵🇾,PAR,2,Gustavo Velazquez,D
PAR03,Paraguai 🇵🇾,PAR,3,Omar Alderete,D
PAR04,Paraguai 🇵🇾,PAR,4,Juan Jose Caceres,D
PAR05,Paraguai 🇵🇾,PAR,5,Fabian Balbuena,D
PAR06,Paraguai 🇵🇾,PAR,6,Junior Alonso,D
PAR07,Paraguai 🇵🇾,PAR,7,Ramon Sosa,M
PAR08,Paraguai 🇵🇾,PAR,8,Diego Gomez,M
PAR09,Paraguai 🇵🇾,PAR,9,Antonio Sanabria,A
PAR10,Paraguai 🇵🇾,PAR,10,Miguel Almiron,M
PAR11,Paraguai 🇵🇾,PAR,11,Mauricio,M
PAR12,Paraguai 🇵🇾,PAR,12,Orlando Gill,G
PAR13,Paraguai 🇵🇾,PAR,13,Jose Canale,D
PAR14,Paraguai 🇵🇾,PAR,14,Andres Cubas,M
PAR15,Paraguai 🇵🇾,PAR,15,Gustavo Gomez,D
PAR16,Paraguai 🇵🇾,PAR,16,Damian Bobadilla,M
PAR17,Paraguai 🇵🇾,PAR,17,Alejandro Romero Gamarra,A
PAR18,Paraguai 🇵🇾,PAR,18,Alex Rice,A
PAR19,Paraguai 🇵🇾,PAR,19,Julio Enciso,A
PAR20,Paraguai 🇵🇾,PAR,20,Braian Ojeda,M
PAR21,Paraguai 🇵🇾,PAR,21,Gabriel Avalos,A
PAR22,Paraguai 🇵🇾,PAR,22,Gaston Olveira,G
PAR23,Paraguai 🇵🇾,PAR,23,Matias Galarza,M
PAR24,Paraguai 🇵🇾,PAR,24,Gustavo Caballero,M
PAR25,Paraguai 🇵🇾,PAR,25,Isidro Pitta,A
PAR26,Paraguai 🇵🇾,PAR,26,Alexandro Maidana,D
BRA01,Brasil 🇧🇷,BRA,1,Alisson,G
BRA02,Brasil 🇧🇷,BRA,2,Ederson Silva,M
BRA03,Brasil 🇧🇷,BRA,3,Gabriel Magalhães,D
BRA04,Brasil 🇧🇷,BRA,4,Marquinhos,D
BRA05,Brasil 🇧🇷,BRA,5,Casemiro,M
BRA06,Brasil 🇧🇷,BRA,6,Alex Sandro,D
BRA07,Brasil 🇧🇷,BRA,7,Vinicius Jr.,A
BRA08,Brasil 🇧🇷,BRA,8,Bruno Guimarães,M
BRA09,Brasil 🇧🇷,BRA,9,Matheus Cunha,A
BRA10,Brasil 🇧🇷,BRA,10,Neymar Jr.,A
BRA11,Brasil 🇧🇷,BRA,11,Raphinha,A
BRA12,Brasil 🇧🇷,BRA,12,Weverton,G
BRA13,Brasil 🇧🇷,BRA,13,Danilo,D
BRA14,Brasil 🇧🇷,BRA,14,Bremer,D
BRA15,Brasil 🇧🇷,BRA,15,Léo Pereira,D
BRA16,Brasil 🇧🇷,BRA,16,Douglas Santos,D
BRA17,Brasil 🇧🇷,BRA,17,Fabinho,M
BRA18,Brasil 🇧🇷,BRA,18,Danilo Santos,M
BRA19,Brasil 🇧🇷,BRA,19,Endrick,A
BRA20,Brasil 🇧🇷,BRA,20,Lucas Paquetá,M
BRA21,Brasil 🇧🇷,BRA,21,Luiz Henrique,A
BRA22,Brasil 🇧🇷,BRA,22,Gabriel Martinelli,A
BRA23,Brasil 🇧🇷,BRA,23,Ederson,G
BRA24,Brasil 🇧🇷,BRA,24,Roger Ibañez,D
BRA25,Brasil 🇧🇷,BRA,25,Igor Thiago,A
BRA26,Brasil 🇧🇷,BRA,26,Rayan,A
MAR01,Marrocos 🇲🇦,MAR,1,Yassine Bounou,G
MAR02,Marrocos 🇲🇦,MAR,2,Achraf Hakimi,D
MAR03,Marrocos 🇲🇦,MAR,3,Noussair Mazraoui,D
MAR04,Marrocos 🇲🇦,MAR,4,Sofyan Amrabat,M
MAR05,Marrocos 🇲🇦,MAR,5,Marwane Saadane,D
MAR06,Marrocos 🇲🇦,MAR,6,Ayyoub Bouaddi,M
MAR07,Marrocos 🇲🇦,MAR,7,Chemsdine Talbi,M
MAR08,Marrocos 🇲🇦,MAR,8,Azzedine Ounahi,M
MAR09,Marrocos 🇲🇦,MAR,9,Soufiane Rahimi,A
MAR10,Marrocos 🇲🇦,MAR,10,Brahim Diaz,A
MAR11,Marrocos 🇲🇦,MAR,11,Ismael Saibari,M
MAR12,Marrocos 🇲🇦,MAR,12,Munir El Kajoui,G
MAR13,Marrocos 🇲🇦,MAR,13,Zakaria El Ouahdi,D
MAR14,Marrocos 🇲🇦,MAR,14,Issa Diop,D
MAR15,Marrocos 🇲🇦,MAR,15,Samir El Mourabet,M
MAR16,Marrocos 🇲🇦,MAR,16,Gessime Yassine,M
MAR17,Marrocos 🇲🇦,MAR,17,Amine Sbai,A
MAR18,Marrocos 🇲🇦,MAR,18,Chadi Riad,D
MAR19,Marrocos 🇲🇦,MAR,19,Youssef Belammari,D
MAR20,Marrocos 🇲🇦,MAR,20,Ayoub El Kaabi,A
MAR21,Marrocos 🇲🇦,MAR,21,Ayoube Amaimouni,A
MAR22,Marrocos 🇲🇦,MAR,22,Ahmed Reda Tagnaouti,G
MAR23,Marrocos 🇲🇦,MAR,23,Bilal El Khannouss,M
MAR24,Marrocos 🇲🇦,MAR,24,Neil El Aynaoui,M
MAR25,Marrocos 🇲🇦,MAR,25,Redouane Halhal,D
MAR26,Marrocos 🇲🇦,MAR,26,Anass Salah Eddine,D
HAI01,Haiti 🇭🇹,HAI,1,Johny Placide,G
HAI02,Haiti 🇭🇹,HAI,2,Carlens Arcus,D
HAI03,Haiti 🇭🇹,HAI,3,Keeto Thermoncy,D
HAI04,Haiti 🇭🇹,HAI,4,Ricardo Ade,D
HAI05,Haiti 🇭🇹,HAI,5,Hannes Delcroix,D
HAI06,Haiti 🇭🇹,HAI,6,Carl Sainte,M
HAI07,Haiti 🇭🇹,HAI,7,Derrick Etienne,A
HAI08,Haiti 🇭🇹,HAI,8,Martin Experience,D
HAI09,Haiti 🇭🇹,HAI,9,Duckens Nazon,A
HAI10,Haiti 🇭🇹,HAI,10,Jean-Ricner Bellegarde,M
HAI11,Haiti 🇭🇹,HAI,11,Louicius Deedson,A
HAI12,Haiti 🇭🇹,HAI,12,Alexandre Pierre,G
HAI13,Haiti 🇭🇹,HAI,13,Markhus Lacroix,D
HAI14,Haiti 🇭🇹,HAI,14,Garven Metusala,D
HAI15,Haiti 🇭🇹,HAI,15,Ruben Providence,A
HAI16,Haiti 🇭🇹,HAI,16,Lenny Joseph,A
HAI17,Haiti 🇭🇹,HAI,17,Danley Jean Jacques,M
HAI18,Haiti 🇭🇹,HAI,18,Wilson Isidor,A
HAI19,Haiti 🇭🇹,HAI,19,Yassin Fortune,A
HAI20,Haiti 🇭🇹,HAI,20,Frantzdy Pierrot,A
HAI21,Haiti 🇭🇹,HAI,21,Josue Casimir,A
HAI22,Haiti 🇭🇹,HAI,22,Jean-Kevin Duverne,D
HAI23,Haiti 🇭🇹,HAI,23,Josue Duverger,G
HAI24,Haiti 🇭🇹,HAI,24,Wilguens Paugain,D
HAI25,Haiti 🇭🇹,HAI,25,Dominique Simon,M
HAI26,Haiti 🇭🇹,HAI,26,Woodensky Pierre,M
SCO01,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,1,Angus Gunn,G
SCO02,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,2,Aaron Hickey,D
SCO03,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,3,Andy Robertson,D
SCO04,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,4,Scott McTominay,M
SCO05,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,5,Grant Hanley,D
SCO06,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,6,Kieran Tierney,D
SCO07,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,7,John McGinn,M
SCO08,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,8,Tyler Fletcher,M
SCO09,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,9,Lyndon Dykes,A
SCO10,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,10,Che Adams,A
SCO11,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,11,Ryan Christie,M
SCO12,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,12,Liam Kelly,G
SCO13,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,13,Jack Hendry,D
SCO14,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,14,Ross Stewart,A
SCO15,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,15,John Souttar,D
SCO16,Escócia 🏴󠁧󠁢󠁳󠁣󠁴󠁿,SCO,16,Dominic Hyam,D
